table_name,alias,column_name,column_alias
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,DATAINICIALVALIDADE,DATA_INICIAL_VALIDADE
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,DATAFINALVALIDADE,DATA_FINAL_VALIDADE
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,VALORFATURADO,VALOR_FATURADO
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,NUMERO,NUMERO_FATURA
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,SITUACAO,SITUACAO_CARTAO
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,SITUACAOATUALIZADADOS,SITUACAO_ATUALIZACAO_DADOS
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,DV,DV_CARTAO_BENEF
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,VIA,VIA_CARTAO
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,TIPO_CARTAO,TIPO_CARTAO
SAM_CONTRATO_TIPOCARTAO,CTP,HANDLE,TIPO_CARTAO
SAM_TIPOCARTAO,TP,HANDLE,TIPO_CARTAO
SAM_TIPOCARTAO,TP,DESCRICAO,TIPO_CARTAO
SFN_FATURA,FAT,HANDLE,FATURA
SFN_FATURA,FAT,NUMERO,NUMERO_FATURA
SAM_ROTINACARTAO_CARTAO,RCC,HANDLE,ROTINA_CARTAO_CARTAO
SAM_ROTINACARTAO_CARTAO,RCC,CARTAOIDENTIFICACAO,ROTINA_CARTAO_CARTAO
SAM_ROTINACARTAO,RC,HANDLE,ROTINA_CARTAO
SAM_ROTINACARTAO,RC,DESCRICAO,DESCRICAO_ROTINA_CARTAO
SAM_BENEFICIARIO,BEN,CODIGO_UNI_PAG,CODIGO_UNI_PAG
SAM_BENEFICIARIO,BEN,CODIGO_BENEFICIARIO,CODIGO_BENEFICIARIO
SAM_BENEFICIARIO,BEN,CODIGO_ORIGEM,CODIGO_ORIGEM
SAM_BENEFICIARIO,BEN,DATA_ADESAO,DATA_ADESAO
SAM_BENEFICIARIO,BEN,DATA_PRIM_ADESAO_BENEF,DATA_PRIM_ADESAO_BENEF
SAM_BENEFICIARIO,BEN,DATA_ATENDIMENTO_ATE,DATA_ATENDIMENTO_ATE
SAM_BENEFICIARIO,BEN,DATA_ULTIMA_ATU_CADASTRAL,DATA_ULTIMA_ATU_CADASTRAL
SAM_BENEFICIARIO,BEN,DATA_ADAPTACAO,DATA_ADAPTACAO
SAM_BENEFICIARIO,BEN,IDADE_ADAPTACAO,IDADE_ADAPTACAO
SAM_BENEFICIARIO,BEN,DIAS_COMPRA_CARENCIA,DIAS_COMPRA_CARENCIA
SAM_BENEFICIARIO,BEN,EMAIL,EMAIL
SAM_BENEFICIARIO,BEN,SEQUENCIA,SEQUENCIA
SAM_BENEFICIARIO,BEN,CCO,CCO
SAM_BENEFICIARIO,BEN,CCO_DV,CCO_DV
SAM_BENEFICIARIO,BEN,K_EMAIL_ZENITE,K_EMAIL_ZENITE
SAM_BENEFICIARIO,BEN,K_TELEFONE1_ZENITE,K_TELEFONE1_ZENITE
SAM_BENEFICIARIO,BEN,K_TELEFONE2_ZENITE,K_TELEFONE2_ZENITE
SAM_BENEFICIARIO,BEN,K_EMAIL_IRIS,K_EMAIL_IRIS
SAM_BENEFICIARIO,BEN,K_EMAIL_IW,K_EMAIL_IW
SAM_BENEFICIARIO,BEN,K_TELEFONE1_IW,K_TELEFONE1_IW
