column_name,colum_name_renamed,origem,table_name,table_alias,column_name_1,column_name_2,alias,rule
USUARIO_INCLUSAO_FAMILIA,USUARIO_INCLUSAO_FAMILIA,,,,,USUARIOINCLUSAO,USUARIO_INCLUSAO_FAMILIA,(SELECT USU.NOME FROM Z_GRUPOUSUARIOS USU WHERE USU.HANDLE = FAM.USUARIOINCLUSAO)
BEM_ESTAR_E_SAUDE,BEM_ESTAR_E_SAUDE,,,,,BEMESTARESAUDE,BEM_ESTAR_E_SAUDE,"DECODE(BAS.BEMESTARESAUDE,'N','Não','S','Sim',BAS.BEMESTARESAUDE)"
SITUACAO_CARTAO,SITUACAO_CARTAO,,,,,SITUACAO,SITUACAO_CARTAO,"DECODE(BC.SITUACAO, 'B', 'Bloqueado','C','Cancelado','N','Normal')"
UNI_ORIGEM_RAZAOSOCIAL,UNI_ORIGEM_RAZAOSOCIAL,,,,,RAZAOSOCIAL,UNI_ORIGEM_RAZAOSOCIAL,"NVL(NVL(UNIO_PES.NOME,UNIO.RAZAOSOCIAL),'UNIMED CURITIBA SOC COOPERATIVA MEDICOS')"
UNI_ORIGEM_TIPO_CAMARA_COMP,UNI_ORIGEM_TIPO_CAMARA_COMP,,,,,HANDLE,UNI_ORIGEM_TIPO_CAMARA_COMP,"CASE WHEN UNIO.HANDLE IS NULL THEN '2-Federativa' WHEN CAMCOM.TIPOCAMARA IS NULL THEN 'Sem Informação' ELSE DECODE(CAMCOM.TIPOCAMARA ,1,'1-Intra-Federativa',2,'2-Federativa',3,'3-Inter-Federativa',4,'4-Nacional') END"
TELEFONE1_CORRESP,TELEFONE1_CORRESP,,,,,PREFIXO1,TELEFONE1_CORRESP,'('||ENDC.DDD1||') '||ENDC.PREFIXO1||'-'||ENDC.NUMERO1
CELULAR,CELULAR,,,,,DDDCELULAR,CELULAR,'('||ENDR.DDDCELULAR||') '||ENDR.PREFIXOCELULAR||'-'||ENDR.NUMEROCELULAR
TIPO_BENEFICIARIO,TIPO_BENEFICIARIO,,,,,CODIGO,TIPO_BENEFICIARIO,"CASE WHEN NVL(UNIO.CODIGO,'0032') = '0032' AND NVL(UNIDES.UNIMED_DESTINO,'0032') = '0032' THEN 'Próprio' WHEN NVL(UNIDES.UNIMED_DESTINO,'0032') <> '0032' THEN 'Repassado' WHEN NVL(UNIO.CODIGO,'0032') <> '0032' THEN CASE WHEN BEN.TABORIGEM = 2 THEN 'Assumido' WHEN BEN.TABORIGEM = 3 THEN 'Assumido-Eventual' ELSE 'Assumido' END END"
SITUACAO_ATUALIZACAO_DADOS,SITUACAO_ATUALIZACAO_DADOS,,,,,SITUACAOATUALIZADADOS,SITUACAO_ATUALIZACAO_DADOS,"DECODE(BC.SITUACAOATUALIZADADOS, 'B','Bloqueado','D', 'Desbloqueado')"
IDADE_MAXIMA,IDADE_MAXIMA,,,,,,,
CIDADE_CORRESP,CIDADE_CORRESP,,,,,,,
NUMERO_CORRESP,NUMERO_CORRESP,,,,,,,
TIPO_CARTAO,TIPO_CARTAO,,,,,,,
DATA_FINAL_REPASSE,DATA_FINAL_REPASSE,,,,,,,
CODIGO_AFINIDADE,CODIGO_AFINIDADE,,,,,,,
PAIS_RG,PAIS_RG,,,,,,,
DDD,DDD,,,,,,,
DATA_VALID_CARTEIRA,DATA_VALID_CARTEIRA,,,,,,,
DATA_PRIMEIRA_ADESAO,DATA_PRIMEIRA_ADESAO,,,,,,,
DATA_EXPED_RG,DATA_EXPED_RG,,,,,,,
CONVENIO,CONVENIO,,,,,,,
CODIGO_PLANO,CODIGO_PLANO,,,,,,,
COD_GRAU_DEPEND_ANS,COD_GRAU_DEPEND_ANS,,,,,,,
CODIGO_FAMILIA,CODIGO_FAMILIA,,,,,,,
ID_FAMILIA,ID_FAMILIA,,,,,,,
DV_CARTAO_BENEF,DV_CARTAO_BENEF,,,,,,,
TELEFONE1_CORRESP,TELEFONE1_CORRESP,,,,,NUMERO1,TELEFONE1_CORRESP,'('||ENDC.DDD1||') '||ENDC.PREFIXO1||'-'||ENDC.NUMERO1
COBRANCA_MES_SEGUINTE,COBRANCA_MES_SEGUINTE,,,,,COBRANCANOMESSEGUINTE,COBRANCA_MES_SEGUINTE,"DECODE(FAM.COBRANCANOMESSEGUINTE,'S','Sim','N','Não')"
UNIMED_EM_CASA,UNIMED_EM_CASA,,,,,UNIMEDEMCASA,UNIMED_EM_CASA,"DECODE(BAS.UNIMEDEMCASA,'N','Não','S','Sim',BAS.UNIMEDEMCASA)"
CELULAR,CELULAR,,,,,PREFIXOCELULAR,CELULAR,'('||ENDR.DDDCELULAR||') '||ENDR.PREFIXOCELULAR||'-'||ENDR.NUMEROCELULAR
TELEFONE2_CORRESP,TELEFONE2_CORRESP,,,,,PREFIXO2,TELEFONE2_CORRESP,'('||ENDC.DDD2||') '||ENDC.PREFIXO2||'-'||ENDC.NUMERO2
TELEFONE2,TELEFONE2,,,,,DDD2,TELEFONE2,'('||ENDR.DDD2||') '||ENDR.PREFIXO2||'-'||ENDR.NUMERO2
UF_CORRESP,UF_CORRESP,,,,,,,
UF_UNI_ORIGEM,UF_UNI_ORIGEM,,,,,SIGLA,UF_UNI_ORIGEM,"NVL(ESTUNIO.SIGLA,'PR')"
CEP_CORRESP,CEP_CORRESP,,,,,,,
ENDERECO_CORRESP,ENDERECO_CORRESP,,,,,,,
CCO_DV,CCO_DV,,,,,,,
CARTAO_NACIONAL_SAUDE,CARTAO_NACIONAL_SAUDE,,,,,,,
DIA_COBRANCA,DIA_COBRANCA,,,,,,,
DATA_INICIO_REPASSE,DATA_INICIO_REPASSE,,,,,,,
DATA_CANC_CONTRATO,DATA_CANC_CONTRATO,,,,,,,
DATA_ADESAO_CONTRATO,DATA_ADESAO_CONTRATO,,,,,,,
CODIGO_ORIGEM,CODIGO_ORIGEM,,,,,,,
DIAS_COMPRA_CARENCIA,DIAS_COMPRA_CARENCIA,,,,,,,
